Survive|Class|Honorific|First Name|Last Name|Unmarried Name|Gender|Age|Siblings/Spouses On Board|Parents/Kids On Board|Ticket Number|Fare|Cabins|Embarked From
False|2|Mr|Charles|Chapman||male|52|0|0|248731|13.5||Southampton
False|3|Mr|James|Kelly||male|44|0|0|363592|8.05||Southampton
True|3|Miss|Katherine|Mullens||female||0|0|35852|7.73||Queenstown
False|1|Mr|John|Thayer||male|49|1|1|17421|110.88|C68|Cherbourg
False|3|Mr|Adolf|Humblen||male|42|0|0|348121|7.65|F G63|Southampton
True|1|Mrs|John|Astor|Madeleine Talmadge Force|female|18|1|0|17757|227.52|C62 C64|Cherbourg
True|1|Mr|Spencer|Silverthorne||male|35|0|0|17475|26.29|E24|Southampton
False|3|Miss|Saiide|Barbara||female|18|0|1|2691|14.45||Cherbourg
False|3|Mr|Martin|Gallagher||male|25|0|0|36864|7.74||Queenstown
False|3|Mr|Henrik|Hansen||male|26|1|0|350025|7.85||Southampton
False|2|Mr|Henry|Morley|Mr Henry Marshall|male|39|0|0|250655|26||Southampton
True|2|Mrs|Florence|Kelly||female|45|0|0|223596|13.5||Southampton
True|1|Mr|Edward|Calderhead||male|42|0|0|17476|26.29|E24|Southampton
True|1|Miss|Alice|Cleaver||female|22|0|0|113781|151.55||Southampton
True|3|Master|Halim|Moubarek|William George|male||1|1|2661|15.25||Cherbourg
True|1|Mlle|Berthe|Mayne|Mrs de Villiers|female|24|0|0|17482|49.5|C90|Cherbourg
False|1|Mr|Herman|Klaber||male||0|0|113028|26.55|C124|Southampton
True|1|Mr|Elmer|Taylor||male|48|1|0|19996|52|C126|Southampton
False|3|Mr|August|Larsson||male|29|0|0|7545|9.48||Southampton
False|2|Mr|Samuel|Greenberg||male|52|0|0|250647|13||Southampton
False|3|Mr|Peter|Soholt||male|19|0|0|348124|7.65|F G73|Southampton
True|1|Miss|Caroline|Endres||female|38|0|0|17757|227.52|C45|Cherbourg
True|2|Miss|Edwina|Troutt||female|27|0|0|34218|10.5|E101|Southampton
False|3|Mr|Michael|McEvoy||male||0|0|36568|15.5||Queenstown
False|3|Mr|Malkolm|Johnson||male|33|0|0|347062|7.78||Southampton
True|2|Miss|Annie|Harper||female|6|0|1|248727|33||Southampton
False|3|Mr|Svend|Jensen||male|17|1|0|350048|7.05||Southampton
False|2|Mr|William|Gillespie||male|34|0|0|12233|13||Southampton
False|2|Mr|Henry|Hodges||male|50|0|0|250643|13||Southampton
True|1|Mr|Norman|Chambers||male|27|1|0|113806|53.1|E8|Southampton
False|3|Mr|Luka|Oreskovic||male|20|0|0|315094|8.66||Southampton
True|2|Mrs|Peter|Renouf|Lillian Jefferys|female|30|3|0|31027|21||Southampton
True|3|Miss|Margareth|Mannion||female||0|0|36866|7.74||Queenstown
False|2|Mr|Kurt|Bryhl||male|25|1|0|236853|26||Southampton
False|3|Miss|Pieta|Ilmakangas||female|25|1|0|23101271|7.92||Southampton
True|1|Miss|Elisabeth|Allen||female|29|0|0|24160|211.34|B5|Southampton
False|3|Mr|Houssein|Hassan||male|11|0|0|2699|18.79||Cherbourg
False|2|Mr|Robert|Knight||male||0|0|239855|0||Southampton
False|2|Mr|William|Berriman||male|23|0|0|28425|13||Southampton
False|2|Mr|Moses|Troupiansky||male|23|0|0|233639|13||Southampton
False|3|Mr|Leslie|Williams||male|28.5|0|0|54636|16.1||Southampton
False|3|Mrs|Edward|Ford|Margaret Ann Watson|female|48|1|3|6608|34.38||Southampton
True|1|Mr|Gustave|Lesurer||male|35|0|0|17755|512.33|B101|Cherbourg
False|3|Mr|Kanio|Ivanoff||male||0|0|349201|7.9||Southampton
False|3|Mr|Minko|Nankoff||male||0|0|349218|7.9||Southampton
True|1|Mr|Walter|Hawksford||male||0|0|16988|30|D45|Southampton
False|1|Mr|Tyrell|Cavendish||male|36|1|0|19877|78.85|C46|Southampton
True|1|Miss|Susan|Ryerson||female|21|2|2|17608|262.38|B57 B59 B63 B66|Cherbourg
False|3|Mr|Neal|McNamee||male|24|1|0|376566|16.1||Southampton
True|3|Mr|Juho|Stranden||male|31|0|0|23101288|7.92||Southampton
False|1|Capt|Edward|Crosby||male|70|1|1|5735|71|B22|Southampton
False|3|Mr|Rossmore|Abbott||male|16|1|1|2673|20.25||Southampton
True|2|Miss|Anna|Sinkkonen||female|30|0|0|250648|13||Southampton
False|1|Mr|Daniel|Marvin||male|19|1|0|113773|53.1|D30|Southampton
False|3|Mr|Michael|Connaghton||male|31|0|0|335097|7.75||Queenstown
True|2|Miss|Joan|Wells||female|4|1|1|29103|23||Southampton
True|3|Master|Meier|Moor||male|6|0|1|392096|12.48|E121|Southampton
False|3|Mr|Johannes|Vande Velde||male|33|0|0|345780|9.5||Southampton
False|3|Mr|Lalio|Jonkoff||male|23|0|0|349204|7.9||Southampton
True|2|Mrs|Samuel|Herman|Jane Laver|female|48|1|2|220845|65||Southampton
True|2|Master|Viljo|Hamalainen||male|0.67|1|1|250649|14.5||Southampton
False|3|Mr|August|Carlsson||male|28|0|0|350042|7.8||Southampton
False|2|Mr|Percy|Bailey||male|18|0|0|29108|11.5||Southampton
False|3|Mr|Thomas|Theobald||male|34|0|0|363294|8.05||Southampton
True|1|Countess||Rothes|Lucy Noel Martha Dyer-Edwards|female|33|0|0|110152|86.5|B77|Southampton
False|3|Mr|John|Garfirth||male||0|0|358585|14.5||Southampton
False|3|Mr|Iisakki|Nirva||male|41|0|0|23101272|7.12||Southampton
True|3|Mr|Hanna|Barah||male|20|0|0|2663|7.23||Cherbourg
True|1|Mrs|William|Carter|Lucile Polk|female|36|1|2|113760|120|B96 B98|Southampton
False|3|Mr|Hans|Eklund||male|16|0|0|347074|7.78||Southampton
True|1|Mrs|John|Hogeboom|Anna Andrews|female|51|1|0|13502|77.96|D11|Southampton
False|1|Dr|Arthur|Brewe||male||0|0|112379|39.6||Cherbourg
False|3|Miss|Mary|Mangan||female|30.5|0|0|364850|7.75||Queenstown
False|3|Mr|Daniel|Moran||male||1|0|371110|24.15||Queenstown
False|3|Mr|Daniel|Gronnestad||male|32|0|0|8471|8.36||Southampton
False|3|Mr|Rene|Lievens||male|24|0|0|345781|9.5||Southampton
False|3|Mr|Niels|Jensen||male|48|0|0|350047|7.85||Southampton
False|2|Mrs|Mary|Mack|Mary|female|57|0|0|3|10.5|E77|Southampton
False|3|Mr|Dibo|Elias||male||0|0|2674|7.22||Cherbourg
True|2|Mrs|Elizabeth|Hocking|Eliza Needs|female|54|1|3|29105|23||Southampton
False|3|Mr|Pehr|Myhrman||male|18|0|0|347078|7.75||Southampton
False|3|Mr|Roger|Tobin||male||0|0|383121|7.75|F38|Queenstown
True|3|Miss|Virginia|Emanuel||female|5|0|0|364516|12.48||Southampton
False|3|Mr|Thomas|Kilgannon||male||0|0|36865|7.74||Queenstown
True|1|Mrs|Edward|Robert|Elisabeth Walton McMillan|female|43|0|1|24160|211.34|B3|Southampton
True|3|Miss|Banoura|Ayoub||female|13|0|0|2687|7.23||Cherbourg
True|1|Mrs|Albert|Dick|Vera Gillespie|female|17|1|0|17474|57|B20|Southampton
False|1|Mr|Milton|Long||male|29|0|0|113501|30|D6|Southampton
False|3|Mr|Andrew|Johnston||male||1|2|6607|23.45||Southampton
False|3|Mr|William|Ali||male|25|0|0|3101312|7.05||Southampton
False|3|Mr|Abraham|Harmer|David Lishin|male|25|0|0|374887|7.25||Southampton
True|3|Miss|Anna|Sjoblom||female|18|0|0|3101265|7.5||Southampton
False|3|Master|George|Rice||male|8|4|1|382652|29.12||Queenstown
True|3|Master|Bertram|Dean||male|1|1|2|2315|20.58||Southampton
False|1|Mr|Benjamin|Guggenheim||male|46|0|0|17593|79.2|B82 B84|Cherbourg
False|3|Mr|Andrew|Keane||male||0|0|12460|7.75||Queenstown
False|2|Mr|Alfred|Gaskell||male|16|0|0|239865|26||Southampton
False|3|Miss|Stella|Sage||female||8|2|2343|69.55||Southampton
False|1|Mr|William|Hoyt||male||0|0|17600|30.7||Cherbourg
False|3|Mr|Ristiu|Dantcheff||male|25|0|0|349203|7.9||Southampton
False|2|Mr|Richard|Otter||male|39|0|0|28213|13||Southampton
True|1|Dr|Alice|Leader|Farnham|female|49|0|0|17465|25.93|D17|Southampton
True|3|Mrs|Mara|Osman||female|31|0|0|349244|8.68||Southampton
False|3|Mr|Yousseff|Ibrahim Shawah||male|30|0|0|2685|7.23||Cherbourg
False|3|Mrs|Jean|Van Impe|Rosalie Paula Govaert|female|30|1|1|345773|24.15||Southampton
False|2|Mr|Martin|Ponesell||male|34|0|0|250647|13||Southampton
True|2|Mrs|Harvey|Collyer|Charlotte Annie Tate|female|31|1|1|31921|26.25||Southampton
True|1|Master|William|Carter||male|11|1|2|113760|120|B96 B98|Southampton
True|3|Master|Assad|Thomas||male|0.42|0|1|2625|8.52||Cherbourg
True|3|Mr|Oskar|Hedman||male|27|0|0|347089|6.98||Southampton
False|3|Mr|Karl|Johansson||male|31|0|0|347063|7.78||Southampton
False|1|Mr|Thomas|Andrews||male|39|0|0|112050|0|A36|Southampton
False|3|Miss|Ellen|Pettersson||female|18|0|0|347087|7.78||Southampton
False|2|Mr|August|Meyer||male|39|0|0|248723|13||Southampton
True|1|Mrs|Norman|Chambers|Bertha Griggs|female|33|1|0|113806|53.1|E8|Southampton
False|3|Mr|William|Alexander||male|26|0|0|3474|7.89||Southampton
False|3|Mr|James|Lester||male|39|0|0|448871|24.15||Southampton
False|2|Mr|Richard|Slemen||male|35|0|0|28206|10.5||Southampton
False|3|Miss|Ebba|Andersson||female|6|4|2|347082|31.28||Southampton
False|3|Mr|Ernest|Tomlin||male|30.5|0|0|364499|8.05||Southampton
False|1|Mr|Richard|Fry||male||0|0|112058|0|B102|Southampton
False|3|Miss|Wendla|Heininen||female|23|0|0|23101290|7.92||Southampton
False|2|Mr|Albert|Mallet||male|31|1|1|2079|37||Cherbourg
False|3|Mr|John|Holm||male|43|0|0|7075|6.45||Southampton
False|3|Master|Karl|Skoog||male|10|3|2|347088|27.9||Southampton
True|1|Mrs|Charles|Hays|Clara Jennings Gregg|female|52|1|1|12749|93.5|B69|Southampton
True|3|Mr|Nikola|Lulic||male|27|0|0|315098|8.66||Southampton
False|1|Jonkheer|John|Reuchlin||male|38|0|0|19972|0||Southampton
True|3|Mrs|Beila|Moor|Beila|female|27|0|1|392096|12.48|E121|Southampton
False|3|Master|Urho|Panula||male|2|4|1|3101295|39.69||Southampton
False|3|Mr|John|Flynn||male||0|0|368323|6.95||Queenstown
False|3|Mr|Len|Lam||male||0|0|1601|56.5||Southampton
True|2|Master|Andre|Mallet||male|1|0|2|2079|37||Cherbourg
True|3|Mr|Thomas|McCormack||male||0|0|367228|7.75||Queenstown
True|1|Mrs|George|Stone|Martha Evelyn|female|62|0|0|113572|80|B28|
True|3|Mrs|Antoni|Yasbeck|Selini Alexander|female|15|1|0|2659|14.45||Cherbourg
True|2|Master|George|Richards||male|0.83|1|1|29106|18.75||Southampton
False|3|Mr|Amin|Saad||male||0|0|2671|7.23||Cherbourg
False|3|Mr|Albert|Augustsson||male|23|0|0|347468|7.85||Southampton
False|3|Mr|Owen|Allum||male|18|0|0|2223|8.3||Southampton
True|1|Miss|Sara|Compton||female|39|1|1|17756|83.16|E49|Cherbourg
False|3|Mr|Jakob|Pasic||male|21|0|0|315097|8.66||Southampton
False|3|Mr|Maurice|Sirota||male||0|0|392092|8.05||Southampton
True|3|Mr|Chang|Chip||male|32|0|0|1601|56.5||Southampton
True|1|Mr|Pierre|Marechal||male||0|0|11774|29.7|C47|Cherbourg
False|3|Mr|Ilmari|Alhomaki||male|20|0|0|23101287|7.92||Southampton
False|2|Mr|Thomas|Mudd||male|16|0|0|3|10.5||Southampton
True|1|Miss|Augusta|Serepeca||female|30|0|0|113798|31||Cherbourg
False|3|Mr|Peter|Lemberopolous||male|34.5|0|0|2683|6.44||Cherbourg
False|3|Mr|Jeso|Culumovic||male|17|0|0|315090|8.66||Southampton
False|3|Mr|Anthony|Abbing||male|42|0|0|5547|7.55||Southampton
False|3|Mr|Douglas|Sage||male||8|2|2343|69.55||Southampton
False|3|Mr|Marin|Markoff||male|35|0|0|349213|7.9||Cherbourg
False|2|Rev|John|Harper||male|28|0|1|248727|33||Southampton
True|1|Mrs|Samuel|Goldenberg|Edwiga Grabowska|female||1|0|17453|89.1|C92|Cherbourg
False|3|Master|Sigvard|Andersson||male|4|4|2|347082|31.28||Southampton
False|3|Mr|Johan|Svensson||male|74|0|0|347060|7.78||Southampton
False|3|Miss|Nourelain|Boulos||female|9|1|1|2678|15.25||Cherbourg
True|1|Miss|Mary|Lines||female|16|0|1|17592|39.4|D28|Southampton
False|2|Mrs|Ernest|Carter|Lilian Hughes|female|44|1|0|244252|26||Southampton
True|3|Mrs|Sam|Aks|Leah Rosen|female|18|0|1|392091|9.35||Southampton
True|1|Mrs|George|Wick|Mary Hitchcock|female|45|1|1|36928|164.87||Southampton
True|1|Mr|Peter|Daly||male|51|0|0|113055|26.55|E17|Southampton
True|3|Mrs|Solomon|Baclini|Latifa Qurban|female|24|0|3|2666|19.26||Cherbourg
False|3|Mr|Raihed|Razi||male||0|0|2629|7.23||Cherbourg
False|3|Mr|Claus|Hansen||male|41|2|0|350026|14.11||Southampton
False|2|Mr|Frederick|Giles||male|21|1|0|28134|11.5||Southampton
True|1|Mrs|Frederick|Swift|Margaret Welles Barron|female|48|0|0|17466|25.93|D17|Southampton
False|3|Miss|Dorothy|Sage||female||8|2|2343|69.55||Southampton
False|2|Mr|John|Gill||male|24|0|0|233866|13||Southampton
True|2|Mrs|Karolina|Bystrom|Karolina|female|42|0|0|236852|13||Southampton
True|2|Miss|Asuncion|Duran y More||female|27|1|0|2149|13.86||Cherbourg
False|1|Mr|Washington|Roebling||male|31|0|0|17590|50.5|A24|Southampton
False|3|Mr|Philemon|van Melkebeke||male||0|0|345777|9.5||Southampton
True|3|Master|Harold|Johnson||male|4|1|1|347742|11.13||Southampton
False|3|Mr|Cerin|Balkic||male|26|0|0|349248|7.9||Southampton
True|1|Mrs|Richard|Beckwith|Sallie Monypeny|female|47|1|1|11751|52.55|D35|Southampton
False|1|Mr|Frans|Carlsson||male|33|0|0|695|5|B51 B53 B55|Southampton
False|3|Mr|Victor|Vander Cruyssen||male|47|0|0|345765|9||Southampton
True|2|Mrs|Samuel|Abelson|Hannah Wizosky|female|28|1|0|3381|24||Cherbourg
True|3|Miss|Adele|Najib||female|15|0|0|2667|7.22||Cherbourg
False|3|Mr|Alfred|Gustafsson||male|20|0|0|7534|9.85||Southampton
False|3|Mr|Nedelio|Petroff||male|19|0|0|349212|7.9||Southampton
False|3|Mr|Kristo|Laleff||male||0|0|349217|7.9||Southampton
True|1|Mrs|Thomas|Potter|Lily Alexenia Wilson|female|56|0|1|11767|83.16|C50|Cherbourg
True|2|Mrs|William|Shelley|Imanita Parrish Hall|female|25|0|1|230433|26||Southampton
False|3|Mr|Johann|Markun||male|33|0|0|349257|7.9||Southampton
False|3|Miss|Gerda|Dahlberg||female|22|0|0|7552|10.52||Southampton
False|2|Mr|Frederick|Banfield||male|28|0|0|34068|10.5||Southampton
False|3|Mr|Henry|Sutehall||male|25|0|0|392076|7.05||Southampton
False|3|Mrs|William|Rice|Margaret Norton|female|39|0|5|382652|29.12||Queenstown
False|2|Rev|Juozas|Montvila||male|27|0|0|211536|13||Southampton
True|1|Miss|Margaret|Graham||female|19|0|0|112053|30|B42|Southampton
False|3|Miss|Catherine|Johnston||female||1|2|6607|23.45||Southampton
True|1|Mr|Karl|Behr||male|26|0|0|111369|30|C148|Cherbourg
False|3|Mr|Patrick|Dooley||male|32|0|0|370376|7.75||Queenstown
